corrida,fecha,idioma,variantes,modelos,fin,rondas,n_votaciones,n_aprobadas,retirados,regla_final,puntos_cubiertos,turnos_truncados,llamadas,forma_de_gobierno,regla_de_decision,regimen_de_propiedad,sistema_economico,resolucion_de_disputas,castigo,salida,principio_distributivo,medicamentos,bote,conflicto_de_recursos_resuelto_por,eje_colectivo_individual,proteccion_ambiental,indice_colectivo,codificador
v2_kimi_mono_horizonte_20260915-024549_1,2026-09-15,es,RECURSOS=escasez moderada; HORIZONTE=otra población a la vista,moonshotai/kimi-k3,acuerdo,3,7,7,,mayoria_absoluta,12/12,4,68,mixto,mayoria_simple,mixta,mixto,asamblea,graduado,libre,promedio_con_piso,custodia_medica,uso_regulado,mixto,equilibrado,reglas_concretas,-0.17,claude-opus-5
v2_mistral_mono_20260914-221130_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=solos,mistral-medium-3.5,sin_acuerdo,10,0,0,parte 6 (r4),mayoria_simple,0/11,8,64,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_resuelto,no_decidido,ninguna,,claude-opus-5
v2_mistral_mono_horizonte_20260914-221753_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=otra población a la vista,mistral-medium-3.5,sin_acuerdo,10,1,0,parte 6 (r8),mayoria_simple,0/12,0,74,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_decidido,no_resuelto,no_decidido,ninguna,,claude-opus-5
v2_openai_mono_20260914-203122_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=solos,gpt-5.5-2026-04-23,acuerdo,4,4,4,,mayoria_absoluta,11/11,0,54,mixto,mayoria_simple,mixta,mixto,mediacion,graduado,condicionada,promedio_con_piso,custodia_medica,uso_regulado,mixto,mas_colectivo_que_individual,reglas_concretas,0.08,claude-opus-5
v2_openai_mono_horizonte_20260914-203543_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=otra población a la vista,gpt-5.5-2026-04-23,acuerdo,4,3,3,,mayoria_simple,12/12,0,47,consejo_o_junta,mayoria_simple,mixta,reparto_por_necesidad,mediacion,privacion_de_bienes,libre_sin_bienes,promedio_con_piso,por_necesidad,uso_regulado,regla,mas_colectivo_que_individual,reglas_concretas,0.33,claude-opus-5
v2_opus_mono_20260914-214921_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=solos,claude-opus-5,acuerdo,3,1,1,,mayoria_simple,11/11,1,26,mixto,mayoria_simple,mixta,mixto,asamblea,graduado,condicionada,promedio_con_piso,reserva_comun,no_decidido,regla,equilibrado,reglas_concretas,0.3,claude-opus-5
v2_opus_mono_horizonte_20260914-215800_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=otra población a la vista,claude-opus-5,acuerdo,3,2,2,,unanimidad,12/12,0,30,mixto,otro,mixta,mixto,arbitro_o_juez,otro,libre,promedio_con_piso,otro,uso_regulado,mixto,equilibrado,reglas_concretas,-0.2,claude-opus-5
v2_qwen_mono_20260914-225017_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=solos,qwen/qwen3.8-max-0902,acuerdo,2,2,2,,unanimidad,11/11,0,24,asamblea_directa,mayoria_simple,mixta,mixto,mediacion,graduado,condicionada,promedio_con_piso,custodia_medica,uso_regulado,mixto,equilibrado,reglas_concretas,0.08,claude-opus-5
v2_qwen_mono_horizonte_20260915-013633_1,2026-09-15,es,RECURSOS=escasez moderada; HORIZONTE=otra población a la vista,qwen/qwen3.8-max-0902,acuerdo,2,1,1,,mayoria_absoluta,12/12,0,16,mixto,mayoria_simple,comun,reparto_igualitario,asamblea,graduado,no_decidido,igualitario_estricto,custodia_medica,uso_regulado,mixto,colectivo,reglas_concretas,0.6,claude-opus-5
v2_sonnet_mono_20260914-212336_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=solos,claude-sonnet-4-6,acuerdo,8,6,6,,mayoria_absoluta,11/11,0,92,mixto,mayoria_simple,mixta,reparto_por_necesidad,otro,graduado,condicionada,promedio_con_piso,custodia_medica,uso_regulado,mixto,mas_colectivo_que_individual,reglas_concretas,0.25,claude-opus-5
v2_sonnet_mono_horizonte_20260914-213625_1,2026-09-14,es,RECURSOS=escasez moderada; HORIZONTE=otra población a la vista,claude-sonnet-4-6,acuerdo,8,6,6,,mayoria_absoluta,12/12,2,93,asamblea_directa,mayoria_simple,comun,reparto_por_necesidad,asamblea,graduado,libre_sin_bienes,otro,custodia_medica,uso_regulado,mixto,colectivo,reglas_concretas,0.4,claude-opus-5
